S.No,File,Requirement,Type,fine_grained_class
998,47,The system shall allow the user to register for an account from any page in the system.,F,FR-Integration
999,47,The system will use a single password per user to login to the E-Store System.,SE,NFR-SE
1000,47,The system shall use secure socket layer (SSL) technology to ensure all payments made online and user logins are secure.,SE,NFR-SE
1001,48,Any page of the application should not take more than 6 seconds to load on a DSL broadband connection.,PE,NFR-PE
1002,48,The system may be throttled or slowed down on heavy loads to ensure service for everybody. By throttling is meant that certain functionality may be unavailable during heavy server load.,PE,NFR-PE
1003,48,The application should be able to support 100 concurrent users without any performance degradation.,PE,NFR-PE
1004,48,The system should be able to scale up to 500 concurrent users (if there is a need in the future) by installing additional hardware components.,SC,NFR-SC
1005,48,The MTBF (if any) should not be less than 2 months.,A,NFR-A
1006,48,A secure server will be required to ensure confidentiality of customerâs credit card and other details.,SE,NFR-SE
1007,48,The user interface of the system should be very user friendly. ,US,NFR-US
1008,48,It should not take more than 120 seconds for a new user to register for an account.,US,NFR-US
1009,48,It should not take more than 90 seconds for a registered user to place an order.,US,NFR-US
1010,48,The system should be easy enough to maintain that someone else could do it with a manual and a few hours training.,MN,NFR-MN
1011,48,The system should be portable to various operating environments.,PO,NFR-PO
1012,49,Registered User must be able to maintain his/her session information for at least 60 minutes of inactive session before the system prompts him to log out of the system. The registered user must be provided with all the options of the E-store regardless of the time when he/she logs in.,F,FR-Integration
1013,49,The entire website must be user-friendly and easily navigable. The website must be provided with a site map for quick access to a particular link according to the requirement specification. The user must be able to find what he/she wants from the site without any difficulty. The website must adhere to branding schemes and the layout of the web pages must be uniform throughout  ,US,NFR-US
1014,49,The system shall support up to 10000 simultaneous users against the central database at any given time and up to 5000 simultaneous users against the local servers at any one time. The performance of the website must be optimal incase of huge loads and hence appropriate load balancing must be done to achieve this. There can be any number of mirror servers readily available in case of huge loads without the user getting any delay.,PE,NFR-PE
1015,49,The website must provide highest degree of security to the registered users. All the transactions that are made must be secured. The sensitive information passed to and from the website must be secured. Identity theft and other security related issues must be solved. Unauthorized transmission of sensitive information of the user to third party websites for reference must be avoided. On the basis of user agreement the information must be processed. All the information about the registered user must be securely stored in the central database.,SE,NFR-SE
